dataset,model,source_curve,epoch,train_acc,val_acc,train_loss,val_loss
AS25_clean,baseline,outputs/asp_as25_baseline_AS25_clean_seed42/20260508_230242/resnet50/training_curve.csv,20,0.9391891956329346,0.6391554474830627,0.21764832735061646,1.3647041320800781
AS25_clean,baseline,outputs/asp_as25_baseline_AS25_clean_seed42/20260508_230242/resnet50/training_curve.csv,21,0.9383445978164673,0.6410748362541199,0.20002304017543793,1.3852273225784302
AS25_clean,baseline,outputs/asp_as25_baseline_AS25_clean_seed42/20260508_230242/resnet50/training_curve.csv,22,0.9480574131011963,0.6420345306396484,0.18307040631771088,1.374629259109497
AS25_clean,baseline,outputs/asp_as25_baseline_AS25_clean_seed42/20260508_230242/resnet50/training_curve.csv,23,0.9470016956329346,0.6473128795623779,0.18102893233299255,1.3738725185394287
AS25_clean,baseline,outputs/asp_as25_baseline_AS25_clean_seed42/20260508_230242/resnet50/training_curve.csv,24,0.9448902010917664,0.6401151418685913,0.18243715167045593,1.379610538482666
AS25_clean,baseline,outputs/asp_as25_baseline_AS25_clean_seed42/20260508_230242/resnet50/training_curve.csv,25,0.9546030163764954,0.6439539194107056,0.17108771204948425,1.3836013078689575
AS25_clean,baseline,outputs/asp_as25_baseline_AS25_clean_seed42/20260508_230242/resnet50/training_curve.csv,26,0.9514358043670654,0.6487523913383484,0.1726163625717163,1.3853759765625
AS25_clean,baseline,outputs/asp_as25_baseline_AS25_clean_seed42/20260508_230242/resnet50/training_curve.csv,27,0.9516469836235046,0.6463531851768494,0.16675709187984467,1.3857009410858154
AS25_clean,baseline,outputs/asp_as25_baseline_AS25_clean_seed42/20260508_230242/resnet50/training_curve.csv,28,0.9541807174682617,0.6391554474830627,0.15849271416664124,1.3848000764846802
AS25_clean,baseline,outputs/asp_as25_baseline_AS25_clean_seed42/20260508_230242/resnet50/training_curve.csv,29,0.9541807174682617,0.6453934907913208,0.16781628131866455,1.3832038640975952
AS25_clean,baseline,outputs/asp_as25_baseline_AS25_clean_seed42/20260508_230242/resnet50/training_curve.csv,30,0.9510135054588318,0.6458733081817627,0.16818353533744812,1.3817002773284912
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,1,0.08234797418117523,0.17418426275253296,3.9352846145629883,3.7109122276306152
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,2,0.2090371549129486,0.31765833497047424,3.457512617111206,2.866450309753418
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,3,0.3321368098258972,0.44097888469696045,2.91677188873291,2.3804931640625
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,4,0.3986486494541168,0.49280229210853577,2.513275623321533,2.151515483856201
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,5,0.4719172418117523,0.5215930938720703,2.2823660373687744,2.0134849548339844
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,6,0.5116131901741028,0.542706310749054,2.089195728302002,1.8992565870285034
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,7,0.5358952879905701,0.5503838658332825,1.980036973953247,1.8820092678070068
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,8,0.5608108043670654,0.5647792816162109,1.8965994119644165,1.8280589580535889
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,9,0.5865709185600281,0.5954894423484802,1.8129894733428955,1.7535552978515625
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,10,0.6055743098258972,0.609404981136322,1.7217957973480225,1.706831455230713
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,11,0.6402027010917664,0.5964491367340088,1.6238038539886475,1.7183414697647095
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,12,0.6402027010917664,0.6156429648399353,1.6053017377853394,1.7476577758789062
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,13,0.6606841087341309,0.6079654693603516,1.527498722076416,1.733514666557312
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,14,0.6735641956329346,0.6353166699409485,1.4682598114013672,1.6532779932022095
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,15,0.6948902010917664,0.6381957530975342,1.4526557922363281,1.6733258962631226
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,16,0.6997466087341309,0.6401151418685913,1.410264253616333,1.6252671480178833
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,17,0.7092483043670654,0.6453934907913208,1.3667542934417725,1.624971866607666
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,18,0.712837815284729,0.6420345306396484,1.3608464002609253,1.6503322124481201
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,19,0.7385979890823364,0.6453934907913208,1.2769092321395874,1.6344660520553589
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,20,0.7282516956329346,0.649712085723877,1.2652842998504639,1.6326875686645508
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,21,0.7487331032752991,0.6506717801094055,1.2367435693740845,1.6192023754119873
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,22,0.751900315284729,0.6473128795623779,1.2510802745819092,1.622968316078186
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,23,0.7607685923576355,0.6516314744949341,1.2064024209976196,1.619660496711731
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,24,0.7658361196517944,0.6588291525840759,1.18424391746521,1.613439679145813
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,25,0.7730152010917664,0.6535508632659912,1.168277621269226,1.6148637533187866
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,26,0.7649915814399719,0.6559500694274902,1.1726490259170532,1.6124694347381592
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,27,0.7740709185600281,0.6573896408081055,1.1784577369689941,1.6120327711105347
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,28,0.7664695978164673,0.6569097638130188,1.171924114227295,1.6122808456420898
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,29,0.7785050868988037,0.6559500694274902,1.1611766815185547,1.608065128326416
AS25_clean,aafnet,outputs/asp_as25_aafnet_AS25_clean_seed42/20260508_224011/resnet50/training_curve.csv,30,0.7740709185600281,0.6569097638130188,1.1530243158340454,1.6088478565216064
