dataset,model,true_class_index,pred_class_index,true_class_name,pred_class_name,count,row_normalized
AS25_clean,baseline,5,25,Art Deco architecture,Tudor Revival architecture,2,0.011976047904191617
AS25_clean,baseline,6,1,Art Nouveau architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,6,2,Art Nouveau architecture,American Foursquare architecture,0,0.0
AS25_clean,baseline,6,3,Art Nouveau architecture,American craftsman style,1,0.0056179775280898875
AS25_clean,baseline,6,4,Art Nouveau architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,6,5,Art Nouveau architecture,Art Deco architecture,7,0.03932584269662921
AS25_clean,baseline,6,6,Art Nouveau architecture,Art Nouveau architecture,114,0.6404494382022472
AS25_clean,baseline,6,7,Art Nouveau architecture,Baroque architecture,4,0.02247191011235955
AS25_clean,baseline,6,8,Art Nouveau architecture,Bauhaus architecture,0,0.0
AS25_clean,baseline,6,9,Art Nouveau architecture,Beaux-Arts architecture,14,0.07865168539325842
AS25_clean,baseline,6,10,Art Nouveau architecture,Byzantine architecture,5,0.028089887640449437
AS25_clean,baseline,6,11,Art Nouveau architecture,Chicago school architecture,2,0.011235955056179775
AS25_clean,baseline,6,12,Art Nouveau architecture,Colonial architecture,4,0.02247191011235955
AS25_clean,baseline,6,13,Art Nouveau architecture,Deconstructivism,0,0.0
AS25_clean,baseline,6,14,Art Nouveau architecture,Edwardian architecture,1,0.0056179775280898875
AS25_clean,baseline,6,15,Art Nouveau architecture,Georgian architecture,4,0.02247191011235955
AS25_clean,baseline,6,16,Art Nouveau architecture,Gothic architecture,3,0.016853932584269662
AS25_clean,baseline,6,17,Art Nouveau architecture,Greek Revival architecture,1,0.0056179775280898875
AS25_clean,baseline,6,18,Art Nouveau architecture,International style,0,0.0
AS25_clean,baseline,6,19,Art Nouveau architecture,Novelty architecture,1,0.0056179775280898875
AS25_clean,baseline,6,20,Art Nouveau architecture,Palladian architecture,0,0.0
AS25_clean,baseline,6,21,Art Nouveau architecture,Postmodern architecture,1,0.0056179775280898875
AS25_clean,baseline,6,22,Art Nouveau architecture,Queen Anne architecture,4,0.02247191011235955
AS25_clean,baseline,6,23,Art Nouveau architecture,Romanesque architecture,6,0.033707865168539325
AS25_clean,baseline,6,24,Art Nouveau architecture,Russian Revival architecture,2,0.011235955056179775
AS25_clean,baseline,6,25,Art Nouveau architecture,Tudor Revival architecture,4,0.02247191011235955
AS25_clean,baseline,7,1,Baroque architecture,Achaemenid architecture,2,0.014814814814814815
AS25_clean,baseline,7,2,Baroque architecture,American Foursquare architecture,0,0.0
AS25_clean,baseline,7,3,Baroque architecture,American craftsman style,0,0.0
AS25_clean,baseline,7,4,Baroque architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,7,5,Baroque architecture,Art Deco architecture,1,0.007407407407407408
AS25_clean,baseline,7,6,Baroque architecture,Art Nouveau architecture,3,0.022222222222222223
AS25_clean,baseline,7,7,Baroque architecture,Baroque architecture,85,0.6296296296296297
AS25_clean,baseline,7,8,Baroque architecture,Bauhaus architecture,0,0.0
AS25_clean,baseline,7,9,Baroque architecture,Beaux-Arts architecture,10,0.07407407407407407
AS25_clean,baseline,7,10,Baroque architecture,Byzantine architecture,2,0.014814814814814815
AS25_clean,baseline,7,11,Baroque architecture,Chicago school architecture,0,0.0
AS25_clean,baseline,7,12,Baroque architecture,Colonial architecture,6,0.044444444444444446
AS25_clean,baseline,7,13,Baroque architecture,Deconstructivism,0,0.0
AS25_clean,baseline,7,14,Baroque architecture,Edwardian architecture,1,0.007407407407407408
AS25_clean,baseline,7,15,Baroque architecture,Georgian architecture,2,0.014814814814814815
AS25_clean,baseline,7,16,Baroque architecture,Gothic architecture,1,0.007407407407407408
AS25_clean,baseline,7,17,Baroque architecture,Greek Revival architecture,2,0.014814814814814815
AS25_clean,baseline,7,18,Baroque architecture,International style,0,0.0
AS25_clean,baseline,7,19,Baroque architecture,Novelty architecture,0,0.0
AS25_clean,baseline,7,20,Baroque architecture,Palladian architecture,2,0.014814814814814815
AS25_clean,baseline,7,21,Baroque architecture,Postmodern architecture,0,0.0
AS25_clean,baseline,7,22,Baroque architecture,Queen Anne architecture,1,0.007407407407407408
AS25_clean,baseline,7,23,Baroque architecture,Romanesque architecture,6,0.044444444444444446
AS25_clean,baseline,7,24,Baroque architecture,Russian Revival architecture,11,0.08148148148148149
AS25_clean,baseline,7,25,Baroque architecture,Tudor Revival architecture,0,0.0
AS25_clean,baseline,8,1,Bauhaus architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,8,2,Bauhaus architecture,American Foursquare architecture,1,0.01098901098901099
AS25_clean,baseline,8,3,Bauhaus architecture,American craftsman style,0,0.0
AS25_clean,baseline,8,4,Bauhaus architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,8,5,Bauhaus architecture,Art Deco architecture,7,0.07692307692307693
AS25_clean,baseline,8,6,Bauhaus architecture,Art Nouveau architecture,1,0.01098901098901099
AS25_clean,baseline,8,7,Bauhaus architecture,Baroque architecture,0,0.0
AS25_clean,baseline,8,8,Bauhaus architecture,Bauhaus architecture,61,0.6703296703296703
AS25_clean,baseline,8,9,Bauhaus architecture,Beaux-Arts architecture,2,0.02197802197802198
AS25_clean,baseline,8,10,Bauhaus architecture,Byzantine architecture,0,0.0
AS25_clean,baseline,8,11,Bauhaus architecture,Chicago school architecture,1,0.01098901098901099
AS25_clean,baseline,8,12,Bauhaus architecture,Colonial architecture,0,0.0
AS25_clean,baseline,8,13,Bauhaus architecture,Deconstructivism,0,0.0
AS25_clean,baseline,8,14,Bauhaus architecture,Edwardian architecture,0,0.0
AS25_clean,baseline,8,15,Bauhaus architecture,Georgian architecture,1,0.01098901098901099
AS25_clean,baseline,8,16,Bauhaus architecture,Gothic architecture,0,0.0
AS25_clean,baseline,8,17,Bauhaus architecture,Greek Revival architecture,0,0.0
AS25_clean,baseline,8,18,Bauhaus architecture,International style,9,0.0989010989010989
AS25_clean,baseline,8,19,Bauhaus architecture,Novelty architecture,0,0.0
AS25_clean,baseline,8,20,Bauhaus architecture,Palladian architecture,0,0.0
AS25_clean,baseline,8,21,Bauhaus architecture,Postmodern architecture,4,0.04395604395604396
AS25_clean,baseline,8,22,Bauhaus architecture,Queen Anne architecture,2,0.02197802197802198
AS25_clean,baseline,8,23,Bauhaus architecture,Romanesque architecture,0,0.0
AS25_clean,baseline,8,24,Bauhaus architecture,Russian Revival architecture,0,0.0
AS25_clean,baseline,8,25,Bauhaus architecture,Tudor Revival architecture,2,0.02197802197802198
AS25_clean,baseline,9,1,Beaux-Arts architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,9,2,Beaux-Arts architecture,American Foursquare architecture,0,0.0
AS25_clean,baseline,9,3,Beaux-Arts architecture,American craftsman style,0,0.0
AS25_clean,baseline,9,4,Beaux-Arts architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,9,5,Beaux-Arts architecture,Art Deco architecture,4,0.03278688524590164
AS25_clean,baseline,9,6,Beaux-Arts architecture,Art Nouveau architecture,8,0.06557377049180328
AS25_clean,baseline,9,7,Beaux-Arts architecture,Baroque architecture,10,0.08196721311475409
AS25_clean,baseline,9,8,Beaux-Arts architecture,Bauhaus architecture,1,0.00819672131147541
AS25_clean,baseline,9,9,Beaux-Arts architecture,Beaux-Arts architecture,62,0.5081967213114754
AS25_clean,baseline,9,10,Beaux-Arts architecture,Byzantine architecture,2,0.01639344262295082
AS25_clean,baseline,9,11,Beaux-Arts architecture,Chicago school architecture,4,0.03278688524590164
AS25_clean,baseline,9,12,Beaux-Arts architecture,Colonial architecture,4,0.03278688524590164
AS25_clean,baseline,9,13,Beaux-Arts architecture,Deconstructivism,0,0.0
AS25_clean,baseline,9,14,Beaux-Arts architecture,Edwardian architecture,1,0.00819672131147541
AS25_clean,baseline,9,15,Beaux-Arts architecture,Georgian architecture,5,0.040983606557377046
AS25_clean,baseline,9,16,Beaux-Arts architecture,Gothic architecture,0,0.0
AS25_clean,baseline,9,17,Beaux-Arts architecture,Greek Revival architecture,8,0.06557377049180328
AS25_clean,baseline,9,18,Beaux-Arts architecture,International style,0,0.0
AS25_clean,baseline,9,19,Beaux-Arts architecture,Novelty architecture,0,0.0
AS25_clean,baseline,9,20,Beaux-Arts architecture,Palladian architecture,4,0.03278688524590164
AS25_clean,baseline,9,21,Beaux-Arts architecture,Postmodern architecture,0,0.0
AS25_clean,baseline,9,22,Beaux-Arts architecture,Queen Anne architecture,1,0.00819672131147541
AS25_clean,baseline,9,23,Beaux-Arts architecture,Romanesque architecture,3,0.02459016393442623
AS25_clean,baseline,9,24,Beaux-Arts architecture,Russian Revival architecture,4,0.03278688524590164
AS25_clean,baseline,9,25,Beaux-Arts architecture,Tudor Revival architecture,1,0.00819672131147541
AS25_clean,baseline,10,1,Byzantine architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,10,2,Byzantine architecture,American Foursquare architecture,0,0.0
AS25_clean,baseline,10,3,Byzantine architecture,American craftsman style,0,0.0
AS25_clean,baseline,10,4,Byzantine architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,10,5,Byzantine architecture,Art Deco architecture,0,0.0
AS25_clean,baseline,10,6,Byzantine architecture,Art Nouveau architecture,0,0.0
AS25_clean,baseline,10,7,Byzantine architecture,Baroque architecture,2,0.022222222222222223
AS25_clean,baseline,10,8,Byzantine architecture,Bauhaus architecture,0,0.0
AS25_clean,baseline,10,9,Byzantine architecture,Beaux-Arts architecture,0,0.0
AS25_clean,baseline,10,10,Byzantine architecture,Byzantine architecture,64,0.7111111111111111
AS25_clean,baseline,10,11,Byzantine architecture,Chicago school architecture,0,0.0
AS25_clean,baseline,10,12,Byzantine architecture,Colonial architecture,1,0.011111111111111112
AS25_clean,baseline,10,13,Byzantine architecture,Deconstructivism,0,0.0
AS25_clean,baseline,10,14,Byzantine architecture,Edwardian architecture,0,0.0
AS25_clean,baseline,10,15,Byzantine architecture,Georgian architecture,2,0.022222222222222223
AS25_clean,baseline,10,16,Byzantine architecture,Gothic architecture,0,0.0
AS25_clean,baseline,10,17,Byzantine architecture,Greek Revival architecture,0,0.0
AS25_clean,baseline,10,18,Byzantine architecture,International style,0,0.0
AS25_clean,baseline,10,19,Byzantine architecture,Novelty architecture,0,0.0
AS25_clean,baseline,10,20,Byzantine architecture,Palladian architecture,0,0.0
AS25_clean,baseline,10,21,Byzantine architecture,Postmodern architecture,0,0.0
AS25_clean,baseline,10,22,Byzantine architecture,Queen Anne architecture,0,0.0
AS25_clean,baseline,10,23,Byzantine architecture,Romanesque architecture,6,0.06666666666666667
AS25_clean,baseline,10,24,Byzantine architecture,Russian Revival architecture,15,0.16666666666666666
AS25_clean,baseline,10,25,Byzantine architecture,Tudor Revival architecture,0,0.0
AS25_clean,baseline,11,1,Chicago school architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,11,2,Chicago school architecture,American Foursquare architecture,0,0.0
AS25_clean,baseline,11,3,Chicago school architecture,American craftsman style,0,0.0
AS25_clean,baseline,11,4,Chicago school architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,11,5,Chicago school architecture,Art Deco architecture,3,0.037037037037037035
AS25_clean,baseline,11,6,Chicago school architecture,Art Nouveau architecture,1,0.012345679012345678
AS25_clean,baseline,11,7,Chicago school architecture,Baroque architecture,0,0.0
AS25_clean,baseline,11,8,Chicago school architecture,Bauhaus architecture,1,0.012345679012345678
AS25_clean,baseline,11,9,Chicago school architecture,Beaux-Arts architecture,5,0.06172839506172839
AS25_clean,baseline,11,10,Chicago school architecture,Byzantine architecture,0,0.0
AS25_clean,baseline,11,11,Chicago school architecture,Chicago school architecture,58,0.7160493827160493
AS25_clean,baseline,11,12,Chicago school architecture,Colonial architecture,1,0.012345679012345678
AS25_clean,baseline,11,13,Chicago school architecture,Deconstructivism,1,0.012345679012345678
AS25_clean,baseline,11,14,Chicago school architecture,Edwardian architecture,0,0.0
AS25_clean,baseline,11,15,Chicago school architecture,Georgian architecture,2,0.024691358024691357
AS25_clean,baseline,11,16,Chicago school architecture,Gothic architecture,1,0.012345679012345678
AS25_clean,baseline,11,17,Chicago school architecture,Greek Revival architecture,0,0.0
AS25_clean,baseline,11,18,Chicago school architecture,International style,5,0.06172839506172839
AS25_clean,baseline,11,19,Chicago school architecture,Novelty architecture,0,0.0
AS25_clean,baseline,11,20,Chicago school architecture,Palladian architecture,0,0.0
AS25_clean,baseline,11,21,Chicago school architecture,Postmodern architecture,2,0.024691358024691357
AS25_clean,baseline,11,22,Chicago school architecture,Queen Anne architecture,1,0.012345679012345678
AS25_clean,baseline,11,23,Chicago school architecture,Romanesque architecture,0,0.0
AS25_clean,baseline,11,24,Chicago school architecture,Russian Revival architecture,0,0.0
AS25_clean,baseline,11,25,Chicago school architecture,Tudor Revival architecture,0,0.0
AS25_clean,baseline,12,1,Colonial architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,12,2,Colonial architecture,American Foursquare architecture,5,0.03759398496240601
AS25_clean,baseline,12,3,Colonial architecture,American craftsman style,5,0.03759398496240601
AS25_clean,baseline,12,4,Colonial architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,12,5,Colonial architecture,Art Deco architecture,4,0.03007518796992481
AS25_clean,baseline,12,6,Colonial architecture,Art Nouveau architecture,3,0.022556390977443608
AS25_clean,baseline,12,7,Colonial architecture,Baroque architecture,10,0.07518796992481203
AS25_clean,baseline,12,8,Colonial architecture,Bauhaus architecture,0,0.0
AS25_clean,baseline,12,9,Colonial architecture,Beaux-Arts architecture,6,0.045112781954887216
AS25_clean,baseline,12,10,Colonial architecture,Byzantine architecture,3,0.022556390977443608
AS25_clean,baseline,12,11,Colonial architecture,Chicago school architecture,0,0.0
AS25_clean,baseline,12,12,Colonial architecture,Colonial architecture,55,0.41353383458646614
AS25_clean,baseline,12,13,Colonial architecture,Deconstructivism,0,0.0
AS25_clean,baseline,12,14,Colonial architecture,Edwardian architecture,0,0.0
AS25_clean,baseline,12,15,Colonial architecture,Georgian architecture,6,0.045112781954887216
AS25_clean,baseline,12,16,Colonial architecture,Gothic architecture,1,0.007518796992481203
AS25_clean,baseline,12,17,Colonial architecture,Greek Revival architecture,4,0.03007518796992481
AS25_clean,baseline,12,18,Colonial architecture,International style,0,0.0
AS25_clean,baseline,12,19,Colonial architecture,Novelty architecture,1,0.007518796992481203
AS25_clean,baseline,12,20,Colonial architecture,Palladian architecture,3,0.022556390977443608
AS25_clean,baseline,12,21,Colonial architecture,Postmodern architecture,0,0.0
AS25_clean,baseline,12,22,Colonial architecture,Queen Anne architecture,6,0.045112781954887216
AS25_clean,baseline,12,23,Colonial architecture,Romanesque architecture,8,0.06015037593984962
AS25_clean,baseline,12,24,Colonial architecture,Russian Revival architecture,5,0.03759398496240601
AS25_clean,baseline,12,25,Colonial architecture,Tudor Revival architecture,8,0.06015037593984962
AS25_clean,baseline,13,1,Deconstructivism,Achaemenid architecture,1,0.011111111111111112
AS25_clean,baseline,13,2,Deconstructivism,American Foursquare architecture,0,0.0
AS25_clean,baseline,13,3,Deconstructivism,American craftsman style,0,0.0
AS25_clean,baseline,13,4,Deconstructivism,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,13,5,Deconstructivism,Art Deco architecture,0,0.0
AS25_clean,baseline,13,6,Deconstructivism,Art Nouveau architecture,0,0.0
AS25_clean,baseline,13,7,Deconstructivism,Baroque architecture,0,0.0
AS25_clean,baseline,13,8,Deconstructivism,Bauhaus architecture,4,0.044444444444444446
AS25_clean,baseline,13,9,Deconstructivism,Beaux-Arts architecture,0,0.0
AS25_clean,baseline,13,10,Deconstructivism,Byzantine architecture,0,0.0
AS25_clean,baseline,13,11,Deconstructivism,Chicago school architecture,3,0.03333333333333333
AS25_clean,baseline,13,12,Deconstructivism,Colonial architecture,0,0.0
AS25_clean,baseline,13,13,Deconstructivism,Deconstructivism,58,0.6444444444444445
AS25_clean,baseline,13,14,Deconstructivism,Edwardian architecture,0,0.0
AS25_clean,baseline,13,15,Deconstructivism,Georgian architecture,1,0.011111111111111112
AS25_clean,baseline,13,16,Deconstructivism,Gothic architecture,0,0.0
AS25_clean,baseline,13,17,Deconstructivism,Greek Revival architecture,0,0.0
AS25_clean,baseline,13,18,Deconstructivism,International style,5,0.05555555555555555
AS25_clean,baseline,13,19,Deconstructivism,Novelty architecture,5,0.05555555555555555
AS25_clean,baseline,13,20,Deconstructivism,Palladian architecture,0,0.0
AS25_clean,baseline,13,21,Deconstructivism,Postmodern architecture,12,0.13333333333333333
AS25_clean,baseline,13,22,Deconstructivism,Queen Anne architecture,0,0.0
AS25_clean,baseline,13,23,Deconstructivism,Romanesque architecture,1,0.011111111111111112
AS25_clean,baseline,13,24,Deconstructivism,Russian Revival architecture,0,0.0
AS25_clean,baseline,13,25,Deconstructivism,Tudor Revival architecture,0,0.0
AS25_clean,baseline,14,1,Edwardian architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,14,2,Edwardian architecture,American Foursquare architecture,2,0.024390243902439025
AS25_clean,baseline,14,3,Edwardian architecture,American craftsman style,1,0.012195121951219513
AS25_clean,baseline,14,4,Edwardian architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,14,5,Edwardian architecture,Art Deco architecture,1,0.012195121951219513
AS25_clean,baseline,14,6,Edwardian architecture,Art Nouveau architecture,4,0.04878048780487805
AS25_clean,baseline,14,7,Edwardian architecture,Baroque architecture,4,0.04878048780487805
AS25_clean,baseline,14,8,Edwardian architecture,Bauhaus architecture,2,0.024390243902439025
AS25_clean,baseline,14,9,Edwardian architecture,Beaux-Arts architecture,5,0.06097560975609756
AS25_clean,baseline,14,10,Edwardian architecture,Byzantine architecture,1,0.012195121951219513
AS25_clean,baseline,14,11,Edwardian architecture,Chicago school architecture,1,0.012195121951219513
AS25_clean,baseline,14,12,Edwardian architecture,Colonial architecture,6,0.07317073170731707
AS25_clean,baseline,14,13,Edwardian architecture,Deconstructivism,0,0.0
AS25_clean,baseline,14,14,Edwardian architecture,Edwardian architecture,19,0.23170731707317074
AS25_clean,baseline,14,15,Edwardian architecture,Georgian architecture,8,0.0975609756097561
AS25_clean,baseline,14,16,Edwardian architecture,Gothic architecture,0,0.0
AS25_clean,baseline,14,17,Edwardian architecture,Greek Revival architecture,0,0.0
AS25_clean,baseline,14,18,Edwardian architecture,International style,0,0.0
AS25_clean,baseline,14,19,Edwardian architecture,Novelty architecture,0,0.0
AS25_clean,baseline,14,20,Edwardian architecture,Palladian architecture,1,0.012195121951219513
AS25_clean,baseline,14,21,Edwardian architecture,Postmodern architecture,1,0.012195121951219513
AS25_clean,baseline,14,22,Edwardian architecture,Queen Anne architecture,9,0.10975609756097561
AS25_clean,baseline,14,23,Edwardian architecture,Romanesque architecture,2,0.024390243902439025
AS25_clean,baseline,14,24,Edwardian architecture,Russian Revival architecture,3,0.036585365853658534
AS25_clean,baseline,14,25,Edwardian architecture,Tudor Revival architecture,12,0.14634146341463414
AS25_clean,baseline,15,1,Georgian architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,15,2,Georgian architecture,American Foursquare architecture,4,0.03571428571428571
AS25_clean,baseline,15,3,Georgian architecture,American craftsman style,2,0.017857142857142856
AS25_clean,baseline,15,4,Georgian architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,15,5,Georgian architecture,Art Deco architecture,2,0.017857142857142856
AS25_clean,baseline,15,6,Georgian architecture,Art Nouveau architecture,3,0.026785714285714284
AS25_clean,baseline,15,7,Georgian architecture,Baroque architecture,0,0.0
AS25_clean,baseline,15,8,Georgian architecture,Bauhaus architecture,0,0.0
AS25_clean,baseline,15,9,Georgian architecture,Beaux-Arts architecture,7,0.0625
AS25_clean,baseline,15,10,Georgian architecture,Byzantine architecture,1,0.008928571428571428
AS25_clean,baseline,15,11,Georgian architecture,Chicago school architecture,0,0.0
AS25_clean,baseline,15,12,Georgian architecture,Colonial architecture,13,0.11607142857142858
AS25_clean,baseline,15,13,Georgian architecture,Deconstructivism,0,0.0
AS25_clean,baseline,15,14,Georgian architecture,Edwardian architecture,4,0.03571428571428571
AS25_clean,baseline,15,15,Georgian architecture,Georgian architecture,50,0.44642857142857145
AS25_clean,baseline,15,16,Georgian architecture,Gothic architecture,0,0.0
AS25_clean,baseline,15,17,Georgian architecture,Greek Revival architecture,3,0.026785714285714284
AS25_clean,baseline,15,18,Georgian architecture,International style,0,0.0
AS25_clean,baseline,15,19,Georgian architecture,Novelty architecture,0,0.0
AS25_clean,baseline,15,20,Georgian architecture,Palladian architecture,12,0.10714285714285714
AS25_clean,baseline,15,21,Georgian architecture,Postmodern architecture,1,0.008928571428571428
AS25_clean,baseline,15,22,Georgian architecture,Queen Anne architecture,4,0.03571428571428571
AS25_clean,baseline,15,23,Georgian architecture,Romanesque architecture,1,0.008928571428571428
AS25_clean,baseline,15,24,Georgian architecture,Russian Revival architecture,0,0.0
AS25_clean,baseline,15,25,Georgian architecture,Tudor Revival architecture,5,0.044642857142857144
AS25_clean,baseline,16,1,Gothic architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,16,2,Gothic architecture,American Foursquare architecture,0,0.0
AS25_clean,baseline,16,3,Gothic architecture,American craftsman style,0,0.0
AS25_clean,baseline,16,4,Gothic architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,16,5,Gothic architecture,Art Deco architecture,0,0.0
AS25_clean,baseline,16,6,Gothic architecture,Art Nouveau architecture,0,0.0
AS25_clean,baseline,16,7,Gothic architecture,Baroque architecture,1,0.010309278350515464
AS25_clean,baseline,16,8,Gothic architecture,Bauhaus architecture,0,0.0
AS25_clean,baseline,16,9,Gothic architecture,Beaux-Arts architecture,0,0.0
AS25_clean,baseline,16,10,Gothic architecture,Byzantine architecture,2,0.020618556701030927
AS25_clean,baseline,16,11,Gothic architecture,Chicago school architecture,0,0.0
AS25_clean,baseline,16,12,Gothic architecture,Colonial architecture,0,0.0
AS25_clean,baseline,16,13,Gothic architecture,Deconstructivism,0,0.0
AS25_clean,baseline,16,14,Gothic architecture,Edwardian architecture,0,0.0
AS25_clean,baseline,16,15,Gothic architecture,Georgian architecture,0,0.0
AS25_clean,baseline,16,16,Gothic architecture,Gothic architecture,82,0.845360824742268
AS25_clean,baseline,16,17,Gothic architecture,Greek Revival architecture,0,0.0
AS25_clean,baseline,16,18,Gothic architecture,International style,0,0.0
AS25_clean,baseline,16,19,Gothic architecture,Novelty architecture,0,0.0
AS25_clean,baseline,16,20,Gothic architecture,Palladian architecture,0,0.0
AS25_clean,baseline,16,21,Gothic architecture,Postmodern architecture,0,0.0
AS25_clean,baseline,16,22,Gothic architecture,Queen Anne architecture,0,0.0
AS25_clean,baseline,16,23,Gothic architecture,Romanesque architecture,10,0.10309278350515463
AS25_clean,baseline,16,24,Gothic architecture,Russian Revival architecture,0,0.0
AS25_clean,baseline,16,25,Gothic architecture,Tudor Revival architecture,2,0.020618556701030927
AS25_clean,baseline,17,1,Greek Revival architecture,Achaemenid architecture,1,0.0064516129032258064
AS25_clean,baseline,17,2,Greek Revival architecture,American Foursquare architecture,2,0.012903225806451613
AS25_clean,baseline,17,3,Greek Revival architecture,American craftsman style,3,0.01935483870967742
AS25_clean,baseline,17,4,Greek Revival architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,17,5,Greek Revival architecture,Art Deco architecture,1,0.0064516129032258064
AS25_clean,baseline,17,6,Greek Revival architecture,Art Nouveau architecture,3,0.01935483870967742
AS25_clean,baseline,17,7,Greek Revival architecture,Baroque architecture,2,0.012903225806451613
AS25_clean,baseline,17,8,Greek Revival architecture,Bauhaus architecture,0,0.0
AS25_clean,baseline,17,9,Greek Revival architecture,Beaux-Arts architecture,6,0.03870967741935484
AS25_clean,baseline,17,10,Greek Revival architecture,Byzantine architecture,0,0.0
AS25_clean,baseline,17,11,Greek Revival architecture,Chicago school architecture,0,0.0
AS25_clean,baseline,17,12,Greek Revival architecture,Colonial architecture,7,0.04516129032258064
AS25_clean,baseline,17,13,Greek Revival architecture,Deconstructivism,0,0.0
AS25_clean,baseline,17,14,Greek Revival architecture,Edwardian architecture,1,0.0064516129032258064
AS25_clean,baseline,17,15,Greek Revival architecture,Georgian architecture,10,0.06451612903225806
AS25_clean,baseline,17,16,Greek Revival architecture,Gothic architecture,0,0.0
AS25_clean,baseline,17,17,Greek Revival architecture,Greek Revival architecture,104,0.6709677419354839
AS25_clean,baseline,17,18,Greek Revival architecture,International style,0,0.0
AS25_clean,baseline,17,19,Greek Revival architecture,Novelty architecture,1,0.0064516129032258064
AS25_clean,baseline,17,20,Greek Revival architecture,Palladian architecture,9,0.05806451612903226
AS25_clean,baseline,17,21,Greek Revival architecture,Postmodern architecture,2,0.012903225806451613
AS25_clean,baseline,17,22,Greek Revival architecture,Queen Anne architecture,2,0.012903225806451613
AS25_clean,baseline,17,23,Greek Revival architecture,Romanesque architecture,0,0.0
AS25_clean,baseline,17,24,Greek Revival architecture,Russian Revival architecture,1,0.0064516129032258064
AS25_clean,baseline,17,25,Greek Revival architecture,Tudor Revival architecture,0,0.0
AS25_clean,baseline,18,1,International style,Achaemenid architecture,0,0.0
AS25_clean,baseline,18,2,International style,American Foursquare architecture,2,0.016260162601626018
AS25_clean,baseline,18,3,International style,American craftsman style,1,0.008130081300813009
AS25_clean,baseline,18,4,International style,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,18,5,International style,Art Deco architecture,5,0.04065040650406504
AS25_clean,baseline,18,6,International style,Art Nouveau architecture,0,0.0
AS25_clean,baseline,18,7,International style,Baroque architecture,0,0.0
AS25_clean,baseline,18,8,International style,Bauhaus architecture,24,0.1951219512195122
AS25_clean,baseline,18,9,International style,Beaux-Arts architecture,0,0.0
AS25_clean,baseline,18,10,International style,Byzantine architecture,0,0.0
AS25_clean,baseline,18,11,International style,Chicago school architecture,4,0.032520325203252036
AS25_clean,baseline,18,12,International style,Colonial architecture,0,0.0
AS25_clean,baseline,18,13,International style,Deconstructivism,0,0.0
AS25_clean,baseline,18,14,International style,Edwardian architecture,0,0.0
AS25_clean,baseline,18,15,International style,Georgian architecture,1,0.008130081300813009
AS25_clean,baseline,18,16,International style,Gothic architecture,0,0.0
AS25_clean,baseline,18,17,International style,Greek Revival architecture,0,0.0
AS25_clean,baseline,18,18,International style,International style,69,0.5609756097560976
AS25_clean,baseline,18,19,International style,Novelty architecture,1,0.008130081300813009
AS25_clean,baseline,18,20,International style,Palladian architecture,0,0.0
AS25_clean,baseline,18,21,International style,Postmodern architecture,16,0.13008130081300814
AS25_clean,baseline,18,22,International style,Queen Anne architecture,0,0.0
AS25_clean,baseline,18,23,International style,Romanesque architecture,0,0.0
AS25_clean,baseline,18,24,International style,Russian Revival architecture,0,0.0
AS25_clean,baseline,18,25,International style,Tudor Revival architecture,0,0.0
AS25_clean,baseline,19,1,Novelty architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,19,2,Novelty architecture,American Foursquare architecture,0,0.0
AS25_clean,baseline,19,3,Novelty architecture,American craftsman style,0,0.0
AS25_clean,baseline,19,4,Novelty architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,19,5,Novelty architecture,Art Deco architecture,0,0.0
AS25_clean,baseline,19,6,Novelty architecture,Art Nouveau architecture,1,0.009174311926605505
AS25_clean,baseline,19,7,Novelty architecture,Baroque architecture,0,0.0
AS25_clean,baseline,19,8,Novelty architecture,Bauhaus architecture,5,0.045871559633027525
AS25_clean,baseline,19,9,Novelty architecture,Beaux-Arts architecture,0,0.0
AS25_clean,baseline,19,10,Novelty architecture,Byzantine architecture,0,0.0
AS25_clean,baseline,19,11,Novelty architecture,Chicago school architecture,0,0.0
