dataset,model,true_class_index,pred_class_index,true_class_name,pred_class_name,count,row_normalized
AS25_clean,baseline,19,12,Novelty architecture,Colonial architecture,1,0.009174311926605505
AS25_clean,baseline,19,13,Novelty architecture,Deconstructivism,8,0.07339449541284404
AS25_clean,baseline,19,14,Novelty architecture,Edwardian architecture,1,0.009174311926605505
AS25_clean,baseline,19,15,Novelty architecture,Georgian architecture,0,0.0
AS25_clean,baseline,19,16,Novelty architecture,Gothic architecture,1,0.009174311926605505
AS25_clean,baseline,19,17,Novelty architecture,Greek Revival architecture,0,0.0
AS25_clean,baseline,19,18,Novelty architecture,International style,1,0.009174311926605505
AS25_clean,baseline,19,19,Novelty architecture,Novelty architecture,85,0.7798165137614679
AS25_clean,baseline,19,20,Novelty architecture,Palladian architecture,0,0.0
AS25_clean,baseline,19,21,Novelty architecture,Postmodern architecture,4,0.03669724770642202
AS25_clean,baseline,19,22,Novelty architecture,Queen Anne architecture,0,0.0
AS25_clean,baseline,19,23,Novelty architecture,Romanesque architecture,1,0.009174311926605505
AS25_clean,baseline,19,24,Novelty architecture,Russian Revival architecture,1,0.009174311926605505
AS25_clean,baseline,19,25,Novelty architecture,Tudor Revival architecture,0,0.0
AS25_clean,baseline,20,1,Palladian architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,20,2,Palladian architecture,American Foursquare architecture,0,0.0
AS25_clean,baseline,20,3,Palladian architecture,American craftsman style,0,0.0
AS25_clean,baseline,20,4,Palladian architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,20,5,Palladian architecture,Art Deco architecture,0,0.0
AS25_clean,baseline,20,6,Palladian architecture,Art Nouveau architecture,1,0.01020408163265306
AS25_clean,baseline,20,7,Palladian architecture,Baroque architecture,4,0.04081632653061224
AS25_clean,baseline,20,8,Palladian architecture,Bauhaus architecture,0,0.0
AS25_clean,baseline,20,9,Palladian architecture,Beaux-Arts architecture,9,0.09183673469387756
AS25_clean,baseline,20,10,Palladian architecture,Byzantine architecture,0,0.0
AS25_clean,baseline,20,11,Palladian architecture,Chicago school architecture,0,0.0
AS25_clean,baseline,20,12,Palladian architecture,Colonial architecture,10,0.10204081632653061
AS25_clean,baseline,20,13,Palladian architecture,Deconstructivism,0,0.0
AS25_clean,baseline,20,14,Palladian architecture,Edwardian architecture,3,0.030612244897959183
AS25_clean,baseline,20,15,Palladian architecture,Georgian architecture,7,0.07142857142857142
AS25_clean,baseline,20,16,Palladian architecture,Gothic architecture,0,0.0
AS25_clean,baseline,20,17,Palladian architecture,Greek Revival architecture,10,0.10204081632653061
AS25_clean,baseline,20,18,Palladian architecture,International style,0,0.0
AS25_clean,baseline,20,19,Palladian architecture,Novelty architecture,0,0.0
AS25_clean,baseline,20,20,Palladian architecture,Palladian architecture,51,0.5204081632653061
AS25_clean,baseline,20,21,Palladian architecture,Postmodern architecture,0,0.0
AS25_clean,baseline,20,22,Palladian architecture,Queen Anne architecture,0,0.0
AS25_clean,baseline,20,23,Palladian architecture,Romanesque architecture,1,0.01020408163265306
AS25_clean,baseline,20,24,Palladian architecture,Russian Revival architecture,1,0.01020408163265306
AS25_clean,baseline,20,25,Palladian architecture,Tudor Revival architecture,1,0.01020408163265306
AS25_clean,baseline,21,1,Postmodern architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,21,2,Postmodern architecture,American Foursquare architecture,0,0.0
AS25_clean,baseline,21,3,Postmodern architecture,American craftsman style,0,0.0
AS25_clean,baseline,21,4,Postmodern architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,21,5,Postmodern architecture,Art Deco architecture,7,0.07692307692307693
AS25_clean,baseline,21,6,Postmodern architecture,Art Nouveau architecture,1,0.01098901098901099
AS25_clean,baseline,21,7,Postmodern architecture,Baroque architecture,0,0.0
AS25_clean,baseline,21,8,Postmodern architecture,Bauhaus architecture,7,0.07692307692307693
AS25_clean,baseline,21,9,Postmodern architecture,Beaux-Arts architecture,1,0.01098901098901099
AS25_clean,baseline,21,10,Postmodern architecture,Byzantine architecture,1,0.01098901098901099
AS25_clean,baseline,21,11,Postmodern architecture,Chicago school architecture,4,0.04395604395604396
AS25_clean,baseline,21,12,Postmodern architecture,Colonial architecture,0,0.0
AS25_clean,baseline,21,13,Postmodern architecture,Deconstructivism,2,0.02197802197802198
AS25_clean,baseline,21,14,Postmodern architecture,Edwardian architecture,1,0.01098901098901099
AS25_clean,baseline,21,15,Postmodern architecture,Georgian architecture,0,0.0
AS25_clean,baseline,21,16,Postmodern architecture,Gothic architecture,0,0.0
AS25_clean,baseline,21,17,Postmodern architecture,Greek Revival architecture,0,0.0
AS25_clean,baseline,21,18,Postmodern architecture,International style,15,0.16483516483516483
AS25_clean,baseline,21,19,Postmodern architecture,Novelty architecture,0,0.0
AS25_clean,baseline,21,20,Postmodern architecture,Palladian architecture,0,0.0
AS25_clean,baseline,21,21,Postmodern architecture,Postmodern architecture,50,0.5494505494505495
AS25_clean,baseline,21,22,Postmodern architecture,Queen Anne architecture,0,0.0
AS25_clean,baseline,21,23,Postmodern architecture,Romanesque architecture,0,0.0
AS25_clean,baseline,21,24,Postmodern architecture,Russian Revival architecture,0,0.0
AS25_clean,baseline,21,25,Postmodern architecture,Tudor Revival architecture,2,0.02197802197802198
AS25_clean,baseline,22,1,Queen Anne architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,22,2,Queen Anne architecture,American Foursquare architecture,8,0.037209302325581395
AS25_clean,baseline,22,3,Queen Anne architecture,American craftsman style,18,0.08372093023255814
AS25_clean,baseline,22,4,Queen Anne architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,22,5,Queen Anne architecture,Art Deco architecture,0,0.0
AS25_clean,baseline,22,6,Queen Anne architecture,Art Nouveau architecture,3,0.013953488372093023
AS25_clean,baseline,22,7,Queen Anne architecture,Baroque architecture,1,0.004651162790697674
AS25_clean,baseline,22,8,Queen Anne architecture,Bauhaus architecture,0,0.0
AS25_clean,baseline,22,9,Queen Anne architecture,Beaux-Arts architecture,0,0.0
AS25_clean,baseline,22,10,Queen Anne architecture,Byzantine architecture,2,0.009302325581395349
AS25_clean,baseline,22,11,Queen Anne architecture,Chicago school architecture,0,0.0
AS25_clean,baseline,22,12,Queen Anne architecture,Colonial architecture,3,0.013953488372093023
AS25_clean,baseline,22,13,Queen Anne architecture,Deconstructivism,0,0.0
AS25_clean,baseline,22,14,Queen Anne architecture,Edwardian architecture,8,0.037209302325581395
AS25_clean,baseline,22,15,Queen Anne architecture,Georgian architecture,2,0.009302325581395349
AS25_clean,baseline,22,16,Queen Anne architecture,Gothic architecture,0,0.0
AS25_clean,baseline,22,17,Queen Anne architecture,Greek Revival architecture,6,0.027906976744186046
AS25_clean,baseline,22,18,Queen Anne architecture,International style,0,0.0
AS25_clean,baseline,22,19,Queen Anne architecture,Novelty architecture,0,0.0
AS25_clean,baseline,22,20,Queen Anne architecture,Palladian architecture,3,0.013953488372093023
AS25_clean,baseline,22,21,Queen Anne architecture,Postmodern architecture,0,0.0
AS25_clean,baseline,22,22,Queen Anne architecture,Queen Anne architecture,137,0.6372093023255814
AS25_clean,baseline,22,23,Queen Anne architecture,Romanesque architecture,3,0.013953488372093023
AS25_clean,baseline,22,24,Queen Anne architecture,Russian Revival architecture,2,0.009302325581395349
AS25_clean,baseline,22,25,Queen Anne architecture,Tudor Revival architecture,19,0.08837209302325581
AS25_clean,baseline,23,1,Romanesque architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,23,2,Romanesque architecture,American Foursquare architecture,0,0.0
AS25_clean,baseline,23,3,Romanesque architecture,American craftsman style,0,0.0
AS25_clean,baseline,23,4,Romanesque architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,23,5,Romanesque architecture,Art Deco architecture,0,0.0
AS25_clean,baseline,23,6,Romanesque architecture,Art Nouveau architecture,1,0.011235955056179775
AS25_clean,baseline,23,7,Romanesque architecture,Baroque architecture,0,0.0
AS25_clean,baseline,23,8,Romanesque architecture,Bauhaus architecture,0,0.0
AS25_clean,baseline,23,9,Romanesque architecture,Beaux-Arts architecture,1,0.011235955056179775
AS25_clean,baseline,23,10,Romanesque architecture,Byzantine architecture,4,0.0449438202247191
AS25_clean,baseline,23,11,Romanesque architecture,Chicago school architecture,0,0.0
AS25_clean,baseline,23,12,Romanesque architecture,Colonial architecture,2,0.02247191011235955
AS25_clean,baseline,23,13,Romanesque architecture,Deconstructivism,0,0.0
AS25_clean,baseline,23,14,Romanesque architecture,Edwardian architecture,0,0.0
AS25_clean,baseline,23,15,Romanesque architecture,Georgian architecture,0,0.0
AS25_clean,baseline,23,16,Romanesque architecture,Gothic architecture,9,0.10112359550561797
AS25_clean,baseline,23,17,Romanesque architecture,Greek Revival architecture,0,0.0
AS25_clean,baseline,23,18,Romanesque architecture,International style,0,0.0
AS25_clean,baseline,23,19,Romanesque architecture,Novelty architecture,0,0.0
AS25_clean,baseline,23,20,Romanesque architecture,Palladian architecture,0,0.0
AS25_clean,baseline,23,21,Romanesque architecture,Postmodern architecture,0,0.0
AS25_clean,baseline,23,22,Romanesque architecture,Queen Anne architecture,0,0.0
AS25_clean,baseline,23,23,Romanesque architecture,Romanesque architecture,70,0.7865168539325843
AS25_clean,baseline,23,24,Romanesque architecture,Russian Revival architecture,1,0.011235955056179775
AS25_clean,baseline,23,25,Romanesque architecture,Tudor Revival architecture,1,0.011235955056179775
AS25_clean,baseline,24,1,Russian Revival architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,24,2,Russian Revival architecture,American Foursquare architecture,0,0.0
AS25_clean,baseline,24,3,Russian Revival architecture,American craftsman style,0,0.0
AS25_clean,baseline,24,4,Russian Revival architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,24,5,Russian Revival architecture,Art Deco architecture,0,0.0
AS25_clean,baseline,24,6,Russian Revival architecture,Art Nouveau architecture,2,0.019801980198019802
AS25_clean,baseline,24,7,Russian Revival architecture,Baroque architecture,1,0.009900990099009901
AS25_clean,baseline,24,8,Russian Revival architecture,Bauhaus architecture,0,0.0
AS25_clean,baseline,24,9,Russian Revival architecture,Beaux-Arts architecture,0,0.0
AS25_clean,baseline,24,10,Russian Revival architecture,Byzantine architecture,6,0.0594059405940594
AS25_clean,baseline,24,11,Russian Revival architecture,Chicago school architecture,0,0.0
AS25_clean,baseline,24,12,Russian Revival architecture,Colonial architecture,4,0.039603960396039604
AS25_clean,baseline,24,13,Russian Revival architecture,Deconstructivism,0,0.0
AS25_clean,baseline,24,14,Russian Revival architecture,Edwardian architecture,0,0.0
AS25_clean,baseline,24,15,Russian Revival architecture,Georgian architecture,0,0.0
AS25_clean,baseline,24,16,Russian Revival architecture,Gothic architecture,0,0.0
AS25_clean,baseline,24,17,Russian Revival architecture,Greek Revival architecture,0,0.0
AS25_clean,baseline,24,18,Russian Revival architecture,International style,0,0.0
AS25_clean,baseline,24,19,Russian Revival architecture,Novelty architecture,1,0.009900990099009901
AS25_clean,baseline,24,20,Russian Revival architecture,Palladian architecture,0,0.0
AS25_clean,baseline,24,21,Russian Revival architecture,Postmodern architecture,0,0.0
AS25_clean,baseline,24,22,Russian Revival architecture,Queen Anne architecture,1,0.009900990099009901
AS25_clean,baseline,24,23,Russian Revival architecture,Romanesque architecture,5,0.04950495049504951
AS25_clean,baseline,24,24,Russian Revival architecture,Russian Revival architecture,78,0.7722772277227723
AS25_clean,baseline,24,25,Russian Revival architecture,Tudor Revival architecture,3,0.0297029702970297
AS25_clean,baseline,25,1,Tudor Revival architecture,Achaemenid architecture,0,0.0
AS25_clean,baseline,25,2,Tudor Revival architecture,American Foursquare architecture,1,0.007751937984496124
AS25_clean,baseline,25,3,Tudor Revival architecture,American craftsman style,7,0.05426356589147287
AS25_clean,baseline,25,4,Tudor Revival architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,baseline,25,5,Tudor Revival architecture,Art Deco architecture,0,0.0
AS25_clean,baseline,25,6,Tudor Revival architecture,Art Nouveau architecture,2,0.015503875968992248
AS25_clean,baseline,25,7,Tudor Revival architecture,Baroque architecture,0,0.0
AS25_clean,baseline,25,8,Tudor Revival architecture,Bauhaus architecture,0,0.0
AS25_clean,baseline,25,9,Tudor Revival architecture,Beaux-Arts architecture,1,0.007751937984496124
AS25_clean,baseline,25,10,Tudor Revival architecture,Byzantine architecture,0,0.0
AS25_clean,baseline,25,11,Tudor Revival architecture,Chicago school architecture,0,0.0
AS25_clean,baseline,25,12,Tudor Revival architecture,Colonial architecture,2,0.015503875968992248
AS25_clean,baseline,25,13,Tudor Revival architecture,Deconstructivism,1,0.007751937984496124
AS25_clean,baseline,25,14,Tudor Revival architecture,Edwardian architecture,4,0.031007751937984496
AS25_clean,baseline,25,15,Tudor Revival architecture,Georgian architecture,0,0.0
AS25_clean,baseline,25,16,Tudor Revival architecture,Gothic architecture,0,0.0
AS25_clean,baseline,25,17,Tudor Revival architecture,Greek Revival architecture,0,0.0
AS25_clean,baseline,25,18,Tudor Revival architecture,International style,0,0.0
AS25_clean,baseline,25,19,Tudor Revival architecture,Novelty architecture,0,0.0
AS25_clean,baseline,25,20,Tudor Revival architecture,Palladian architecture,0,0.0
AS25_clean,baseline,25,21,Tudor Revival architecture,Postmodern architecture,0,0.0
AS25_clean,baseline,25,22,Tudor Revival architecture,Queen Anne architecture,8,0.06201550387596899
AS25_clean,baseline,25,23,Tudor Revival architecture,Romanesque architecture,3,0.023255813953488372
AS25_clean,baseline,25,24,Tudor Revival architecture,Russian Revival architecture,0,0.0
AS25_clean,baseline,25,25,Tudor Revival architecture,Tudor Revival architecture,100,0.7751937984496124
AS25_clean,aafnet,1,1,Achaemenid architecture,Achaemenid architecture,103,0.8956521739130435
AS25_clean,aafnet,1,2,Achaemenid architecture,American Foursquare architecture,0,0.0
AS25_clean,aafnet,1,3,Achaemenid architecture,American craftsman style,0,0.0
AS25_clean,aafnet,1,4,Achaemenid architecture,Ancient Egyptian architecture,4,0.034782608695652174
AS25_clean,aafnet,1,5,Achaemenid architecture,Art Deco architecture,0,0.0
AS25_clean,aafnet,1,6,Achaemenid architecture,Art Nouveau architecture,1,0.008695652173913044
AS25_clean,aafnet,1,7,Achaemenid architecture,Baroque architecture,0,0.0
AS25_clean,aafnet,1,8,Achaemenid architecture,Bauhaus architecture,1,0.008695652173913044
AS25_clean,aafnet,1,9,Achaemenid architecture,Beaux-Arts architecture,0,0.0
AS25_clean,aafnet,1,10,Achaemenid architecture,Byzantine architecture,2,0.017391304347826087
AS25_clean,aafnet,1,11,Achaemenid architecture,Chicago school architecture,0,0.0
AS25_clean,aafnet,1,12,Achaemenid architecture,Colonial architecture,0,0.0
AS25_clean,aafnet,1,13,Achaemenid architecture,Deconstructivism,1,0.008695652173913044
AS25_clean,aafnet,1,14,Achaemenid architecture,Edwardian architecture,0,0.0
AS25_clean,aafnet,1,15,Achaemenid architecture,Georgian architecture,0,0.0
AS25_clean,aafnet,1,16,Achaemenid architecture,Gothic architecture,0,0.0
AS25_clean,aafnet,1,17,Achaemenid architecture,Greek Revival architecture,0,0.0
AS25_clean,aafnet,1,18,Achaemenid architecture,International style,0,0.0
AS25_clean,aafnet,1,19,Achaemenid architecture,Novelty architecture,1,0.008695652173913044
AS25_clean,aafnet,1,20,Achaemenid architecture,Palladian architecture,0,0.0
AS25_clean,aafnet,1,21,Achaemenid architecture,Postmodern architecture,0,0.0
AS25_clean,aafnet,1,22,Achaemenid architecture,Queen Anne architecture,0,0.0
AS25_clean,aafnet,1,23,Achaemenid architecture,Romanesque architecture,2,0.017391304347826087
AS25_clean,aafnet,1,24,Achaemenid architecture,Russian Revival architecture,0,0.0
AS25_clean,aafnet,1,25,Achaemenid architecture,Tudor Revival architecture,0,0.0
AS25_clean,aafnet,2,1,American Foursquare architecture,Achaemenid architecture,0,0.0
AS25_clean,aafnet,2,2,American Foursquare architecture,American Foursquare architecture,56,0.5185185185185185
AS25_clean,aafnet,2,3,American Foursquare architecture,American craftsman style,26,0.24074074074074073
AS25_clean,aafnet,2,4,American Foursquare architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,2,5,American Foursquare architecture,Art Deco architecture,0,0.0
AS25_clean,aafnet,2,6,American Foursquare architecture,Art Nouveau architecture,0,0.0
AS25_clean,aafnet,2,7,American Foursquare architecture,Baroque architecture,0,0.0
AS25_clean,aafnet,2,8,American Foursquare architecture,Bauhaus architecture,0,0.0
AS25_clean,aafnet,2,9,American Foursquare architecture,Beaux-Arts architecture,0,0.0
AS25_clean,aafnet,2,10,American Foursquare architecture,Byzantine architecture,0,0.0
AS25_clean,aafnet,2,11,American Foursquare architecture,Chicago school architecture,0,0.0
AS25_clean,aafnet,2,12,American Foursquare architecture,Colonial architecture,5,0.046296296296296294
AS25_clean,aafnet,2,13,American Foursquare architecture,Deconstructivism,0,0.0
AS25_clean,aafnet,2,14,American Foursquare architecture,Edwardian architecture,2,0.018518518518518517
AS25_clean,aafnet,2,15,American Foursquare architecture,Georgian architecture,2,0.018518518518518517
AS25_clean,aafnet,2,16,American Foursquare architecture,Gothic architecture,0,0.0
AS25_clean,aafnet,2,17,American Foursquare architecture,Greek Revival architecture,3,0.027777777777777776
AS25_clean,aafnet,2,18,American Foursquare architecture,International style,0,0.0
AS25_clean,aafnet,2,19,American Foursquare architecture,Novelty architecture,0,0.0
AS25_clean,aafnet,2,20,American Foursquare architecture,Palladian architecture,0,0.0
AS25_clean,aafnet,2,21,American Foursquare architecture,Postmodern architecture,0,0.0
AS25_clean,aafnet,2,22,American Foursquare architecture,Queen Anne architecture,13,0.12037037037037036
AS25_clean,aafnet,2,23,American Foursquare architecture,Romanesque architecture,0,0.0
AS25_clean,aafnet,2,24,American Foursquare architecture,Russian Revival architecture,0,0.0
AS25_clean,aafnet,2,25,American Foursquare architecture,Tudor Revival architecture,1,0.009259259259259259
AS25_clean,aafnet,3,1,American craftsman style,Achaemenid architecture,0,0.0
AS25_clean,aafnet,3,2,American craftsman style,American Foursquare architecture,23,0.21100917431192662
AS25_clean,aafnet,3,3,American craftsman style,American craftsman style,68,0.6238532110091743
AS25_clean,aafnet,3,4,American craftsman style,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,3,5,American craftsman style,Art Deco architecture,0,0.0
AS25_clean,aafnet,3,6,American craftsman style,Art Nouveau architecture,0,0.0
AS25_clean,aafnet,3,7,American craftsman style,Baroque architecture,0,0.0
AS25_clean,aafnet,3,8,American craftsman style,Bauhaus architecture,2,0.01834862385321101
AS25_clean,aafnet,3,9,American craftsman style,Beaux-Arts architecture,0,0.0
AS25_clean,aafnet,3,10,American craftsman style,Byzantine architecture,0,0.0
AS25_clean,aafnet,3,11,American craftsman style,Chicago school architecture,0,0.0
AS25_clean,aafnet,3,12,American craftsman style,Colonial architecture,1,0.009174311926605505
AS25_clean,aafnet,3,13,American craftsman style,Deconstructivism,0,0.0
AS25_clean,aafnet,3,14,American craftsman style,Edwardian architecture,2,0.01834862385321101
AS25_clean,aafnet,3,15,American craftsman style,Georgian architecture,0,0.0
AS25_clean,aafnet,3,16,American craftsman style,Gothic architecture,0,0.0
AS25_clean,aafnet,3,17,American craftsman style,Greek Revival architecture,2,0.01834862385321101
AS25_clean,aafnet,3,18,American craftsman style,International style,1,0.009174311926605505
AS25_clean,aafnet,3,19,American craftsman style,Novelty architecture,0,0.0
AS25_clean,aafnet,3,20,American craftsman style,Palladian architecture,0,0.0
AS25_clean,aafnet,3,21,American craftsman style,Postmodern architecture,0,0.0
AS25_clean,aafnet,3,22,American craftsman style,Queen Anne architecture,4,0.03669724770642202
AS25_clean,aafnet,3,23,American craftsman style,Romanesque architecture,0,0.0
AS25_clean,aafnet,3,24,American craftsman style,Russian Revival architecture,0,0.0
AS25_clean,aafnet,3,25,American craftsman style,Tudor Revival architecture,6,0.05504587155963303
AS25_clean,aafnet,4,1,Ancient Egyptian architecture,Achaemenid architecture,12,0.125
AS25_clean,aafnet,4,2,Ancient Egyptian architecture,American Foursquare architecture,0,0.0
AS25_clean,aafnet,4,3,Ancient Egyptian architecture,American craftsman style,0,0.0
AS25_clean,aafnet,4,4,Ancient Egyptian architecture,Ancient Egyptian architecture,83,0.8645833333333334
AS25_clean,aafnet,4,5,Ancient Egyptian architecture,Art Deco architecture,1,0.010416666666666666
AS25_clean,aafnet,4,6,Ancient Egyptian architecture,Art Nouveau architecture,0,0.0
AS25_clean,aafnet,4,7,Ancient Egyptian architecture,Baroque architecture,0,0.0
AS25_clean,aafnet,4,8,Ancient Egyptian architecture,Bauhaus architecture,0,0.0
AS25_clean,aafnet,4,9,Ancient Egyptian architecture,Beaux-Arts architecture,0,0.0
AS25_clean,aafnet,4,10,Ancient Egyptian architecture,Byzantine architecture,0,0.0
AS25_clean,aafnet,4,11,Ancient Egyptian architecture,Chicago school architecture,0,0.0
AS25_clean,aafnet,4,12,Ancient Egyptian architecture,Colonial architecture,0,0.0
AS25_clean,aafnet,4,13,Ancient Egyptian architecture,Deconstructivism,0,0.0
AS25_clean,aafnet,4,14,Ancient Egyptian architecture,Edwardian architecture,0,0.0
AS25_clean,aafnet,4,15,Ancient Egyptian architecture,Georgian architecture,0,0.0
AS25_clean,aafnet,4,16,Ancient Egyptian architecture,Gothic architecture,0,0.0
AS25_clean,aafnet,4,17,Ancient Egyptian architecture,Greek Revival architecture,0,0.0
AS25_clean,aafnet,4,18,Ancient Egyptian architecture,International style,0,0.0
AS25_clean,aafnet,4,19,Ancient Egyptian architecture,Novelty architecture,0,0.0
AS25_clean,aafnet,4,20,Ancient Egyptian architecture,Palladian architecture,0,0.0
AS25_clean,aafnet,4,21,Ancient Egyptian architecture,Postmodern architecture,0,0.0
AS25_clean,aafnet,4,22,Ancient Egyptian architecture,Queen Anne architecture,0,0.0
AS25_clean,aafnet,4,23,Ancient Egyptian architecture,Romanesque architecture,0,0.0
AS25_clean,aafnet,4,24,Ancient Egyptian architecture,Russian Revival architecture,0,0.0
AS25_clean,aafnet,4,25,Ancient Egyptian architecture,Tudor Revival architecture,0,0.0
AS25_clean,aafnet,5,1,Art Deco architecture,Achaemenid architecture,0,0.0
AS25_clean,aafnet,5,2,Art Deco architecture,American Foursquare architecture,0,0.0
AS25_clean,aafnet,5,3,Art Deco architecture,American craftsman style,0,0.0
AS25_clean,aafnet,5,4,Art Deco architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,5,5,Art Deco architecture,Art Deco architecture,99,0.592814371257485
AS25_clean,aafnet,5,6,Art Deco architecture,Art Nouveau architecture,6,0.03592814371257485
AS25_clean,aafnet,5,7,Art Deco architecture,Baroque architecture,1,0.005988023952095809
AS25_clean,aafnet,5,8,Art Deco architecture,Bauhaus architecture,14,0.08383233532934131
AS25_clean,aafnet,5,9,Art Deco architecture,Beaux-Arts architecture,1,0.005988023952095809
AS25_clean,aafnet,5,10,Art Deco architecture,Byzantine architecture,2,0.011976047904191617
AS25_clean,aafnet,5,11,Art Deco architecture,Chicago school architecture,11,0.0658682634730539
AS25_clean,aafnet,5,12,Art Deco architecture,Colonial architecture,2,0.011976047904191617
AS25_clean,aafnet,5,13,Art Deco architecture,Deconstructivism,1,0.005988023952095809
AS25_clean,aafnet,5,14,Art Deco architecture,Edwardian architecture,5,0.029940119760479042
AS25_clean,aafnet,5,15,Art Deco architecture,Georgian architecture,4,0.023952095808383235
AS25_clean,aafnet,5,16,Art Deco architecture,Gothic architecture,1,0.005988023952095809
AS25_clean,aafnet,5,17,Art Deco architecture,Greek Revival architecture,1,0.005988023952095809
AS25_clean,aafnet,5,18,Art Deco architecture,International style,5,0.029940119760479042
AS25_clean,aafnet,5,19,Art Deco architecture,Novelty architecture,1,0.005988023952095809
AS25_clean,aafnet,5,20,Art Deco architecture,Palladian architecture,0,0.0
AS25_clean,aafnet,5,21,Art Deco architecture,Postmodern architecture,8,0.04790419161676647
AS25_clean,aafnet,5,22,Art Deco architecture,Queen Anne architecture,2,0.011976047904191617
AS25_clean,aafnet,5,23,Art Deco architecture,Romanesque architecture,1,0.005988023952095809
AS25_clean,aafnet,5,24,Art Deco architecture,Russian Revival architecture,2,0.011976047904191617
AS25_clean,aafnet,5,25,Art Deco architecture,Tudor Revival architecture,0,0.0
AS25_clean,aafnet,6,1,Art Nouveau architecture,Achaemenid architecture,0,0.0
AS25_clean,aafnet,6,2,Art Nouveau architecture,American Foursquare architecture,0,0.0
AS25_clean,aafnet,6,3,Art Nouveau architecture,American craftsman style,0,0.0
AS25_clean,aafnet,6,4,Art Nouveau architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,6,5,Art Nouveau architecture,Art Deco architecture,7,0.03932584269662921
AS25_clean,aafnet,6,6,Art Nouveau architecture,Art Nouveau architecture,108,0.6067415730337079
AS25_clean,aafnet,6,7,Art Nouveau architecture,Baroque architecture,4,0.02247191011235955
AS25_clean,aafnet,6,8,Art Nouveau architecture,Bauhaus architecture,0,0.0
AS25_clean,aafnet,6,9,Art Nouveau architecture,Beaux-Arts architecture,14,0.07865168539325842
AS25_clean,aafnet,6,10,Art Nouveau architecture,Byzantine architecture,1,0.0056179775280898875
AS25_clean,aafnet,6,11,Art Nouveau architecture,Chicago school architecture,3,0.016853932584269662
AS25_clean,aafnet,6,12,Art Nouveau architecture,Colonial architecture,2,0.011235955056179775
AS25_clean,aafnet,6,13,Art Nouveau architecture,Deconstructivism,1,0.0056179775280898875
AS25_clean,aafnet,6,14,Art Nouveau architecture,Edwardian architecture,16,0.0898876404494382
AS25_clean,aafnet,6,15,Art Nouveau architecture,Georgian architecture,2,0.011235955056179775
AS25_clean,aafnet,6,16,Art Nouveau architecture,Gothic architecture,3,0.016853932584269662
AS25_clean,aafnet,6,17,Art Nouveau architecture,Greek Revival architecture,0,0.0
AS25_clean,aafnet,6,18,Art Nouveau architecture,International style,0,0.0
AS25_clean,aafnet,6,19,Art Nouveau architecture,Novelty architecture,1,0.0056179775280898875
AS25_clean,aafnet,6,20,Art Nouveau architecture,Palladian architecture,0,0.0
AS25_clean,aafnet,6,21,Art Nouveau architecture,Postmodern architecture,0,0.0
AS25_clean,aafnet,6,22,Art Nouveau architecture,Queen Anne architecture,3,0.016853932584269662
AS25_clean,aafnet,6,23,Art Nouveau architecture,Romanesque architecture,5,0.028089887640449437
AS25_clean,aafnet,6,24,Art Nouveau architecture,Russian Revival architecture,4,0.02247191011235955
AS25_clean,aafnet,6,25,Art Nouveau architecture,Tudor Revival architecture,4,0.02247191011235955
AS25_clean,aafnet,7,1,Baroque architecture,Achaemenid architecture,1,0.007407407407407408
AS25_clean,aafnet,7,2,Baroque architecture,American Foursquare architecture,0,0.0
AS25_clean,aafnet,7,3,Baroque architecture,American craftsman style,0,0.0
AS25_clean,aafnet,7,4,Baroque architecture,Ancient Egyptian architecture,0,0.0
AS25_clean,aafnet,7,5,Baroque architecture,Art Deco architecture,1,0.007407407407407408
AS25_clean,aafnet,7,6,Baroque architecture,Art Nouveau architecture,4,0.02962962962962963
AS25_clean,aafnet,7,7,Baroque architecture,Baroque architecture,90,0.6666666666666666
AS25_clean,aafnet,7,8,Baroque architecture,Bauhaus architecture,0,0.0
AS25_clean,aafnet,7,9,Baroque architecture,Beaux-Arts architecture,12,0.08888888888888889
AS25_clean,aafnet,7,10,Baroque architecture,Byzantine architecture,1,0.007407407407407408
AS25_clean,aafnet,7,11,Baroque architecture,Chicago school architecture,0,0.0
AS25_clean,aafnet,7,12,Baroque architecture,Colonial architecture,5,0.037037037037037035
AS25_clean,aafnet,7,13,Baroque architecture,Deconstructivism,0,0.0
AS25_clean,aafnet,7,14,Baroque architecture,Edwardian architecture,2,0.014814814814814815
AS25_clean,aafnet,7,15,Baroque architecture,Georgian architecture,2,0.014814814814814815
