dataset,role,task,seed,fold,condition,stage,metric,value,temperature,result_path
ASP_clean,baseline,asp_baseline,2024,2,clean,pre,ece,0.17084254168538016,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,clean,pre,nll,1.1858489513397217,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,clean,pre,brier,0.432333747497894,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,clean,post,accuracy,0.7332010206974766,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,clean,post,ece,0.10983060753680099,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,clean,post,nll,0.9036111831665039,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,clean,post,brier,0.39993900641298835,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_05,pre,accuracy,0.13240714488233626,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_05,pre,ece,0.5311631069478754,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_05,pre,nll,4.133060455322266,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_05,pre,brier,1.262426432313519,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_05,post,accuracy,0.13240714488233626,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_05,post,ece,0.38238129346320676,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_05,post,nll,3.1495628356933594,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_05,post,brier,1.1100386509271407,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_10,pre,accuracy,0.1536716756450241,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_10,pre,ece,0.8462848129642899,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_10,pre,nll,23.31220054626465,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_10,pre,brier,1.6926084299257367,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_10,post,accuracy,0.1536716756450241,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_10,post,ece,0.8461708276576688,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_10,post,nll,23.137466430664062,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,2,noise_0_10,post,brier,1.6924860442370386,1.5262341499328613,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold2/results.json
ASP_clean,baseline,asp_baseline,2024,3,clean,pre,accuracy,0.732633966543805,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,clean,pre,ece,0.16537034427913483,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,clean,pre,nll,1.1608688831329346,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,clean,pre,brier,0.4310367009842267,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,clean,post,accuracy,0.732633966543805,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,clean,post,ece,0.11113843460798871,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,clean,post,nll,0.9185638427734375,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,clean,post,brier,0.4027080783504084,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_05,pre,accuracy,0.11596257442585767,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_05,pre,ece,0.4551634805159221,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_05,pre,nll,4.164148807525635,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_05,pre,brier,1.1963240052423758,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_05,post,accuracy,0.11596257442585767,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_05,post,ece,0.34476290636032886,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_05,post,nll,3.2945070266723633,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_05,post,brier,1.0883773638561565,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_10,pre,accuracy,0.10405443719875249,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_10,pre,ece,0.875190289391652,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_10,pre,nll,23.14614486694336,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_10,pre,brier,1.7620383576885372,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_10,post,accuracy,0.10405443719875249,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_10,post,ece,0.8662039963726555,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_10,post,nll,22.614439010620117,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,3,noise_0_10,post,brier,1.7491780211326386,1.4445428848266602,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold3/results.json
ASP_clean,baseline,asp_baseline,2024,4,clean,pre,accuracy,0.7292316416217749,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,clean,pre,ece,0.17131418299837226,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,clean,pre,nll,1.1618770360946655,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,clean,pre,brier,0.4358448443266476,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,clean,post,accuracy,0.7292316416217749,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,clean,post,ece,0.10816698344564318,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,clean,post,nll,0.8965564966201782,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,clean,post,brier,0.4005071196516085,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_05,pre,accuracy,0.11851431811738021,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_05,pre,ece,0.41251614743060483,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_05,pre,nll,3.827817440032959,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_05,pre,brier,1.1816258905096015,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_05,post,accuracy,0.11851431811738021,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_05,post,ece,0.29883882857971106,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_05,post,nll,3.002110481262207,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_05,post,brier,1.063331807650592,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_10,pre,accuracy,0.11369435781117097,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_10,pre,ece,0.8501535728763918,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_10,pre,nll,22.24414825439453,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_10,pre,brier,1.720547011796189,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_10,post,accuracy,0.11369435781117097,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_10,post,ece,0.8326840403061735,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_10,post,nll,21.620494842529297,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,baseline,asp_baseline,2024,4,noise_0_10,post,brier,1.6959096472514803,1.516219139099121,outputs/public_calibration_rotation/asp_baseline/public_cv_parity_v1/seed2024_fold4/results.json
ASP_clean,aafnet,asp_aafnet,42,0,clean,pre,accuracy,0.7428409413098951,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,clean,pre,ece,0.09166154482985206,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,clean,pre,nll,0.8458760976791382,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,clean,pre,brier,0.3802946078021716,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,clean,post,accuracy,0.7428409413098951,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,clean,post,ece,0.07690295048093947,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,clean,post,nll,0.8344687819480896,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,clean,post,brier,0.3794750748573778,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_05,pre,accuracy,0.7309328040827899,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_05,pre,ece,0.08760231247460637,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_05,pre,nll,0.875137209892273,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_05,pre,brier,0.3933833426649666,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_05,post,accuracy,0.7309328040827899,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_05,post,ece,0.08268810771057142,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_05,post,nll,0.8723428845405579,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_05,post,brier,0.39431068333646374,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_10,pre,accuracy,0.7065494754749079,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_10,pre,ece,0.0881115636297958,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_10,pre,nll,0.9421675205230713,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_10,pre,brier,0.4253621978681468,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_10,post,accuracy,0.7065494754749079,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_10,post,ece,0.08503618767959795,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_10,post,nll,0.9384256601333618,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,0,noise_0_10,post,brier,0.42608056457532884,0.6355606317520142,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold0/results.json
ASP_clean,aafnet,asp_aafnet,42,1,clean,pre,accuracy,0.7360362914658349,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,clean,pre,ece,0.08732672604363331,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,clean,pre,nll,0.8366472125053406,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,clean,pre,brier,0.3840392202205918,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,clean,post,accuracy,0.7360362914658349,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,clean,post,ece,0.07810594466799275,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,clean,post,nll,0.8276354670524597,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,clean,post,brier,0.3834144098194751,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_05,pre,accuracy,0.7159058690104905,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_05,pre,ece,0.08588411504582841,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_05,pre,nll,0.8869844079017639,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_05,pre,brier,0.40909352391320974,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_05,post,accuracy,0.7159058690104905,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_05,post,ece,0.08385817303953613,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_05,post,nll,0.8855372667312622,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_05,post,brier,0.41126224033155234,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_10,pre,accuracy,0.6895378508647576,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_10,pre,ece,0.0878197970135475,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_10,pre,nll,0.958685040473938,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_10,pre,brier,0.44062562378113307,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_10,post,accuracy,0.6895378508647576,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_10,post,ece,0.08743765887674679,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_10,post,nll,0.9557491540908813,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,1,noise_0_10,post,brier,0.44229145242886236,0.6331779360771179,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold1/results.json
ASP_clean,aafnet,asp_aafnet,42,2,clean,pre,accuracy,0.7417068330025517,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,clean,pre,ece,0.09276308878930932,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,clean,pre,nll,0.8481106758117676,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,clean,pre,brier,0.3818227262926365,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,clean,post,accuracy,0.7417068330025517,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,clean,post,ece,0.08608831723807113,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,clean,post,nll,0.842867374420166,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,clean,post,brier,0.3809418067534459,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,noise_0_05,pre,accuracy,0.7295151686986108,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,noise_0_05,pre,ece,0.08395734973101836,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,noise_0_05,pre,nll,0.8648693561553955,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,noise_0_05,pre,brier,0.39285466782295014,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,noise_0_05,post,accuracy,0.7295151686986108,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,noise_0_05,post,ece,0.09055642890531347,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,noise_0_05,post,nll,0.8681053519248962,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,noise_0_05,post,brier,0.39556690957404017,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,noise_0_10,pre,accuracy,0.6991777714771761,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,noise_0_10,pre,ece,0.08466960738595497,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,noise_0_10,pre,nll,0.929161012172699,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,noise_0_10,pre,brier,0.4228803424854724,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,noise_0_10,post,accuracy,0.6991777714771761,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,noise_0_10,post,ece,0.09792370470634153,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
ASP_clean,aafnet,asp_aafnet,42,2,noise_0_10,post,nll,0.9322397708892822,0.6121155619621277,outputs/public_calibration_rotation/asp_aafnet/public_cv_parity_v1/seed42_fold2/results.json
