dataset,role,task,seed,fold,condition,stage,metric,value,temperature,result_path
AS25_clean,baseline,as25_baseline,42,1,noise_0_05,post,nll,4.159608840942383,1.2126396894454956,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold1/results.json
AS25_clean,baseline,as25_baseline,42,1,noise_0_05,post,brier,1.0656686932455997,1.2126396894454956,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold1/results.json
AS25_clean,baseline,as25_baseline,42,1,noise_0_10,pre,accuracy,0.04046639231824417,1.2126396894454956,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold1/results.json
AS25_clean,baseline,as25_baseline,42,1,noise_0_10,pre,ece,0.9354138392316298,1.2126396894454956,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold1/results.json
AS25_clean,baseline,as25_baseline,42,1,noise_0_10,pre,nll,25.867902755737305,1.2126396894454956,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold1/results.json
AS25_clean,baseline,as25_baseline,42,1,noise_0_10,pre,brier,1.8832730402063598,1.2126396894454956,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold1/results.json
AS25_clean,baseline,as25_baseline,42,1,noise_0_10,post,accuracy,0.04046639231824417,1.2126396894454956,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold1/results.json
AS25_clean,baseline,as25_baseline,42,1,noise_0_10,post,ece,0.9301341381256145,1.2126396894454956,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold1/results.json
AS25_clean,baseline,as25_baseline,42,1,noise_0_10,post,nll,25.700885772705078,1.2126396894454956,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold1/results.json
AS25_clean,baseline,as25_baseline,42,1,noise_0_10,post,brier,1.87554716105592,1.2126396894454956,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold1/results.json
AS25_clean,baseline,as25_baseline,42,2,clean,pre,accuracy,0.6563786008230452,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,clean,pre,ece,0.18731361939808142,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,clean,pre,nll,1.4023817777633667,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,clean,pre,brier,0.5191490699158937,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,clean,post,accuracy,0.6563786008230452,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,clean,post,ece,0.13608625078438405,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,clean,post,nll,1.2288976907730103,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,clean,post,brier,0.49262161601747506,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_05,pre,accuracy,0.05281207133058985,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_05,pre,ece,0.34896616934605745,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_05,pre,nll,5.97307825088501,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_05,pre,brier,1.1804052258054176,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_05,post,accuracy,0.05281207133058985,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_05,post,ece,0.28317566589032017,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_05,post,nll,5.170161724090576,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_05,post,brier,1.125892409965063,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_10,pre,accuracy,0.042866941015089165,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_10,pre,ece,0.956302315098922,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_10,pre,nll,26.41963005065918,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_10,pre,brier,1.9130800241451276,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_10,post,accuracy,0.042866941015089165,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_10,post,ece,0.9561064540420049,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_10,post,nll,26.38982391357422,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,2,noise_0_10,post,brier,1.9128086066787633,1.2654017210006714,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold2/results.json
AS25_clean,baseline,as25_baseline,42,3,clean,pre,accuracy,0.6642661179698217,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,clean,pre,ece,0.18282078505993213,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,clean,pre,nll,1.4246140718460083,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,clean,pre,brier,0.5131248108765801,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,clean,post,accuracy,0.6642661179698217,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,clean,post,ece,0.1382851409016813,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,clean,post,nll,1.2593600749969482,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,clean,post,brier,0.4910079006196331,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_05,pre,accuracy,0.03806584362139918,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_05,pre,ece,0.4104074338100984,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_05,pre,nll,5.054492473602295,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_05,pre,brier,1.2178567097193105,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_05,post,accuracy,0.03806584362139918,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_05,post,ece,0.33176915025892983,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_05,post,nll,4.480011463165283,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_05,post,brier,1.1456745043346328,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_10,pre,accuracy,0.031207133058984912,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_10,pre,ece,0.9666272278553174,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_10,pre,nll,26.665102005004883,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_10,pre,brier,1.934557256495943,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_10,post,accuracy,0.031207133058984912,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_10,post,ece,0.9662234364754542,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_10,post,nll,26.615365982055664,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,3,noise_0_10,post,brier,1.9340304254708631,1.2343814373016357,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold3/results.json
AS25_clean,baseline,as25_baseline,42,4,clean,pre,accuracy,0.6618655692729767,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,clean,pre,ece,0.16541682999320484,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,clean,pre,nll,1.3244163990020752,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,clean,pre,brier,0.5058686760943074,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,clean,post,accuracy,0.6618655692729767,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,clean,post,ece,0.13553304052228216,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,clean,post,nll,1.2324045896530151,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,clean,post,brier,0.491533690384381,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_05,pre,accuracy,0.049039780521262004,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_05,pre,ece,0.3251049138723128,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_05,pre,nll,5.027498245239258,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_05,pre,brier,1.1454100079762346,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_05,post,accuracy,0.049039780521262004,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_05,post,ece,0.28277616062302485,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_05,post,nll,4.656393527984619,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_05,post,brier,1.1119566257000353,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_10,pre,accuracy,0.031207133058984912,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_10,pre,ece,0.9473986476046559,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_10,pre,nll,26.32257652282715,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_10,pre,brier,1.9060249090487538,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_10,post,accuracy,0.031207133058984912,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_10,post,ece,0.9444061626254776,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_10,post,nll,26.26722526550293,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,42,4,noise_0_10,post,brier,1.9018386637910234,1.1461896896362305,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed42_fold4/results.json
AS25_clean,baseline,as25_baseline,1337,0,clean,pre,accuracy,0.6772976680384087,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,clean,pre,ece,0.16608956689206658,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,clean,pre,nll,1.341262698173523,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,clean,pre,brier,0.49550742833934647,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,clean,post,accuracy,0.6772976680384087,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,clean,post,ece,0.11456610164279313,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,clean,post,nll,1.1824250221252441,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,clean,post,brier,0.47162979785361847,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_05,pre,accuracy,0.050411522633744855,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_05,pre,ece,0.393773100907379,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_05,pre,nll,5.157285690307617,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_05,pre,brier,1.195643900357217,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_05,post,accuracy,0.050411522633744855,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_05,post,ece,0.30620249716209863,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_05,post,nll,4.4803667068481445,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_05,post,brier,1.119189546752637,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_10,pre,accuracy,0.032578875171467764,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_10,pre,ece,0.9379315483747932,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_10,pre,nll,25.91411781311035,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_10,pre,brier,1.8948282692980307,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_10,post,accuracy,0.032578875171467764,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_10,post,ece,0.9308802920849725,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_10,post,nll,25.6186580657959,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,0,noise_0_10,post,brier,1.885262361176881,1.267003059387207,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold0/results.json
AS25_clean,baseline,as25_baseline,1337,1,clean,pre,accuracy,0.6745541838134431,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,clean,pre,ece,0.17500799282138402,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,clean,pre,nll,1.3875778913497925,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,clean,pre,brier,0.4989553152413387,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,clean,post,accuracy,0.6745541838134431,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,clean,post,ece,0.12615481880589277,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,clean,post,nll,1.216597557067871,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,clean,post,brier,0.47473923990750905,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_05,pre,accuracy,0.056584362139917695,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_05,pre,ece,0.3726078029696424,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_05,pre,nll,4.965760707855225,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_05,pre,brier,1.183521272045425,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_05,post,accuracy,0.056584362139917695,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_05,post,ece,0.2882533725938761,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_05,post,nll,4.349547863006592,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_05,post,brier,1.1089557525468225,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_10,pre,accuracy,0.031207133058984912,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_10,pre,ece,0.9661122336472667,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_10,pre,nll,26.23550033569336,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_10,pre,brier,1.9328907537563496,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_10,post,accuracy,0.031207133058984912,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_10,post,ece,0.9650165154375084,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_10,post,nll,26.03616714477539,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,1,noise_0_10,post,brier,1.9310502935462293,1.2586750984191895,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold1/results.json
AS25_clean,baseline,as25_baseline,1337,2,clean,pre,accuracy,0.6759259259259259,1.1938666105270386,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold2/results.json
AS25_clean,baseline,as25_baseline,1337,2,clean,pre,ece,0.17206221551663753,1.1938666105270386,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold2/results.json
AS25_clean,baseline,as25_baseline,1337,2,clean,pre,nll,1.3761780261993408,1.1938666105270386,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold2/results.json
AS25_clean,baseline,as25_baseline,1337,2,clean,pre,brier,0.49600180431553176,1.1938666105270386,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold2/results.json
AS25_clean,baseline,as25_baseline,1337,2,clean,post,accuracy,0.6759259259259259,1.1938666105270386,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold2/results.json
AS25_clean,baseline,as25_baseline,1337,2,clean,post,ece,0.13615152699711885,1.1938666105270386,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold2/results.json
AS25_clean,baseline,as25_baseline,1337,2,clean,post,nll,1.239604115486145,1.1938666105270386,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold2/results.json
AS25_clean,baseline,as25_baseline,1337,2,clean,post,brier,0.4788262945344205,1.1938666105270386,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold2/results.json
AS25_clean,baseline,as25_baseline,1337,2,noise_0_05,pre,accuracy,0.04801097393689986,1.1938666105270386,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold2/results.json
AS25_clean,baseline,as25_baseline,1337,2,noise_0_05,pre,ece,0.2938791252468267,1.1938666105270386,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold2/results.json
AS25_clean,baseline,as25_baseline,1337,2,noise_0_05,pre,nll,4.557466506958008,1.1938666105270386,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold2/results.json
AS25_clean,baseline,as25_baseline,1337,2,noise_0_05,pre,brier,1.123387150902661,1.1938666105270386,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold2/results.json
AS25_clean,baseline,as25_baseline,1337,2,noise_0_05,post,accuracy,0.04801097393689986,1.1938666105270386,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold2/results.json
AS25_clean,baseline,as25_baseline,1337,2,noise_0_05,post,ece,0.23891583377359987,1.1938666105270386,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold2/results.json
AS25_clean,baseline,as25_baseline,1337,2,noise_0_05,post,nll,4.180684566497803,1.1938666105270386,outputs/public_calibration_rotation/as25_baseline/public_cv_parity_v1/seed1337_fold2/results.json
