dataset,role,task,seed,fold,metric,value,clean_accuracy,result_path
ASP_clean,baseline,asp_baseline,2024,3,all_corruption_mean,0.507192136849069,0.732633966543805,outputs/public_robustness_attribution/asp_baseline/public_cv_parity_v1/seed2024_fold3/eval/resnet50/results.json
ASP_clean,baseline,asp_baseline,2024,4,gauss_noise_mean,0.11719119175881297,0.7292316416217749,outputs/public_robustness_attribution/asp_baseline/public_cv_parity_v1/seed2024_fold4/eval/resnet50/results.json
ASP_clean,baseline,asp_baseline,2024,4,motion_blur_mean,0.398544561005576,0.7292316416217749,outputs/public_robustness_attribution/asp_baseline/public_cv_parity_v1/seed2024_fold4/eval/resnet50/results.json
ASP_clean,baseline,asp_baseline,2024,4,jpeg_compress_mean,0.7032416595784897,0.7292316416217749,outputs/public_robustness_attribution/asp_baseline/public_cv_parity_v1/seed2024_fold4/eval/resnet50/results.json
ASP_clean,baseline,asp_baseline,2024,4,brightness_mean,0.6807485114828467,0.7292316416217749,outputs/public_robustness_attribution/asp_baseline/public_cv_parity_v1/seed2024_fold4/eval/resnet50/results.json
ASP_clean,baseline,asp_baseline,2024,4,occlusion_mean,0.6752669879973537,0.7292316416217749,outputs/public_robustness_attribution/asp_baseline/public_cv_parity_v1/seed2024_fold4/eval/resnet50/results.json
ASP_clean,baseline,asp_baseline,2024,4,all_corruption_mean,0.5149985823646158,0.7292316416217749,outputs/public_robustness_attribution/asp_baseline/public_cv_parity_v1/seed2024_fold4/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,0,gauss_noise_mean,0.659105944617711,0.7428409413098951,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold0/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,0,motion_blur_mean,0.4349305358661752,0.7428409413098951,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold0/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,0,jpeg_compress_mean,0.7257348076741329,0.7428409413098951,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold0/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,0,brightness_mean,0.7104243455249977,0.7428409413098951,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold0/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,0,occlusion_mean,0.7017295151686986,0.7428409413098951,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold0/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,0,all_corruption_mean,0.6463850297703431,0.7428409413098951,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold0/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,1,gauss_noise_mean,0.6493715149796806,0.7360362914658349,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold1/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,1,motion_blur_mean,0.45524997637274356,0.7360362914658349,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold1/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,1,jpeg_compress_mean,0.7195917210093564,0.7360362914658349,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold1/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,1,brightness_mean,0.7049428220395048,0.7360362914658349,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold1/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,1,occlusion_mean,0.700973442963803,0.7360362914658349,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold1/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,1,all_corruption_mean,0.6460258954730177,0.7360362914658349,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold1/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,2,gauss_noise_mean,0.6662886305642188,0.7417068330025517,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold2/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,2,motion_blur_mean,0.4357811170966827,0.7417068330025517,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold2/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,2,jpeg_compress_mean,0.7221434647008789,0.7417068330025517,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold2/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,2,brightness_mean,0.7190246668556847,0.7417068330025517,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold2/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,2,occlusion_mean,0.7025800963992062,0.7417068330025517,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold2/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,2,all_corruption_mean,0.6491635951233342,0.7417068330025517,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold2/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,3,gauss_noise_mean,0.6352896701635006,0.7275304791607599,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold3/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,3,motion_blur_mean,0.4314337019185332,0.7275304791607599,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold3/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,3,jpeg_compress_mean,0.7117474718835649,0.7275304791607599,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold3/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,3,brightness_mean,0.7038087137321614,0.7275304791607599,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold3/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,3,occlusion_mean,0.6930346848123996,0.7275304791607599,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold3/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,3,all_corruption_mean,0.6350628485020319,0.7275304791607599,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold3/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,4,gauss_noise_mean,0.6500330781589642,0.7323504394669691,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold4/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,4,motion_blur_mean,0.44778376334939984,0.7323504394669691,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold4/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,4,jpeg_compress_mean,0.7179850675739533,0.7323504394669691,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold4/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,4,brightness_mean,0.7078726018334751,0.7323504394669691,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold4/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,4,occlusion_mean,0.6989887534259521,0.7323504394669691,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold4/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,42,4,all_corruption_mean,0.6445326528683489,0.7323504394669691,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed42_fold4/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,1337,0,gauss_noise_mean,0.6670447027691144,0.7388715622341934,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed1337_fold0/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,1337,0,motion_blur_mean,0.4629997164729232,0.7388715622341934,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed1337_fold0/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,1337,0,jpeg_compress_mean,0.7231830639826103,0.7388715622341934,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed1337_fold0/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,1337,0,brightness_mean,0.7092902372176543,0.7388715622341934,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed1337_fold0/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,1337,0,occlusion_mean,0.7085341650127587,0.7388715622341934,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed1337_fold0/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,1337,0,all_corruption_mean,0.6542103770910122,0.7388715622341934,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed1337_fold0/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,1337,1,gauss_noise_mean,0.6611851431811738,0.7314998582364616,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed1337_fold1/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,1337,1,motion_blur_mean,0.43530857196862305,0.7314998582364616,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed1337_fold1/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,1337,1,jpeg_compress_mean,0.7198752480861922,0.7314998582364616,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed1337_fold1/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,1337,1,brightness_mean,0.7035251866553256,0.7314998582364616,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed1337_fold1/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,1337,1,occlusion_mean,0.6956809375295341,0.7314998582364616,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed1337_fold1/eval/resnet50/results.json
ASP_clean,aafnet,asp_aafnet,1337,1,all_corruption_mean,0.6431150174841698,0.7314998582364616,outputs/public_robustness_attribution/asp_aafnet/public_cv_parity_v1/seed1337_fold1/eval/resnet50/results.json
